X1,season,player,Pos,possessions,Age,height,weight,G,DRB,BLK,STL,DRAYMOND,PTS,FT.,PPG,FTP,draft_round,draft_number,draft_year,years_in_nba
743,2016,Chris Andersen,C,941.3096,37,208,111,54,52.5185185185185,10.5925925925926,12.8148148148148,-1.29574,3.88888888888889,0.694444444444444,3.88888888888889,0.694444444444444,Undrafted,Undrafted,NA,NA
744,2017,Chris Andersen,C,235.4337,38,208,111,12,22,7,5,0.7690434,2.33333333333333,0.714,2.33333333333333,0.714,Undrafted,Undrafted,NA,NA
745,2014,Corey Brewer,SF,5499.555,27,206,84,81,144,30,151,-0.563321,12.320987654321,0.718,12.320987654321,0.718,1,7,2007,7
746,2015,Corey Brewer,SF,5381.227,28,206,84,160,172.05,15.35,86.1,-0.0119568,11.4625,0.743318584070797,11.4625,0.743318584070797,1,7,2007,8
747,2016,Corey Brewer,SF,3771.407,29,206,84,82,157,19,84,-1.214619,7.19512195121951,0.75,7.19512195121951,0.75,1,7,2007,9
748,2017,Corey Brewer,SF,2715.614,30,206,84,164,105.890243902439,14.5609756097561,47.0975609756098,-0.6956648,4.52439024390244,0.735058823529412,4.52439024390244,0.735058823529412,1,7,2007,10
749,2014,Courtney Lee,SG,4204.492,28,196,90,158,123.069620253165,21.6012658227848,50.253164556962,0.9105157,9.63291139240506,0.883946428571429,9.63291139240506,0.883946428571429,1,22,2008,6
750,2015,Courtney Lee,SG,5346.451,29,196,90,77,157,12,75,-0.7611267,10.0909090909091,0.86,10.0909090909091,0.86,1,22,2008,7
751,2016,Courtney Lee,SG,5142.783,30,196,90,158,133.601265822785,21.2911392405063,65.1329113924051,1.127667,9.63291139240506,0.839,9.63291139240506,0.839,1,22,2008,8
752,2017,Courtney Lee,SG,4968.717,31,196,90,77,207,23,81,-0.5117989,10.8441558441558,0.867,10.8441558441558,0.867,1,22,2008,9
753,2014,D.J. Augustin,PG,3959.667,26,206,106,142,105.464788732394,2.7887323943662,48.9084507042254,-0.2903618,13.0985915492958,0.885059471365639,13.0985915492958,0.885059471365639,1,9,2008,6
754,2015,D.J. Augustin,PG,3928.51,27,206,106,164,108.365853658537,2.32926829268293,38.0975609756098,-0.7323543,9.47560975609756,0.868209756097561,9.47560975609756,0.868209756097561,1,9,2008,7
755,2016,D.J. Augustin,PG,2424.818,28,206,106,124,64.9838709677419,3,28.2096774193548,-2.181583,7.53225806451613,0.804828125,7.53225806451613,0.804828125,1,9,2008,8
756,2017,D.J. Augustin,PG,3137.84,29,206,106,78,102,1,31,-1.463576,7.8974358974359,0.814,7.8974358974359,0.814,1,9,2008,9
757,2014,David Lee,PF,5136.437,30,201,102,69,461,26,48,0.8930951,18.2173913043478,0.78,18.2173913043478,0.78,1,30,2005,9
758,2015,David Lee,PF,2111.368,31,201,102,49,176,26,31,0.4423297,7.91836734693878,0.654,7.91836734693878,0.654,1,30,2005,10
759,2016,David Lee,PF,1976.073,32,201,102,110,152.409090909091,20.9545454545455,16.5454545454545,0.1791393,7.76363636363636,0.763112903225806,7.76363636363636,0.763112903225806,1,30,2005,11
760,2017,David Lee,PF,3549.847,33,201,102,79,292,40,31,0.7703026,7.29113924050633,0.708,7.29113924050633,0.708,1,30,2005,12
761,2014,DeMarcus Cousins,C,4601.266,23,211,122,71,613,91,109,0.9211934,22.7323943661972,0.726,22.7323943661972,0.726,1,5,2010,4
762,2015,DeMarcus Cousins,C,4102.746,24,211,122,59,562,103,90,1.376596,24.0847457627119,0.782,24.0847457627119,0.782,1,5,2010,5
763,2016,DeMarcus Cousins,C,4810.184,25,211,122,65,589,92,101,0.8305931,26.8923076923077,0.718,26.8923076923077,0.718,1,5,2010,6
764,2017,DeMarcus Cousins,C,4955.364,26,211,122,144,522.055555555556,76.125,81.5972222222222,0.7531767,26.9722222222222,0.771632089552239,26.9722222222222,0.771632089552239,1,5,2010,7
765,2014,Deron Williams,PG,4818.598,29,190,90,64,153,13,93,-0.0766072,14.296875,0.801,14.296875,0.801,1,3,2005,9
766,2015,Deron Williams,PG,4555.593,30,190,90,68,208,17,64,-1.241185,13,0.834,13,0.834,1,3,2005,10
767,2016,Deron Williams,PG,4313.703,31,190,90,65,171,14,61,0.23785800000000001,14.1230769230769,0.869,14.1230769230769,0.869,1,3,2005,11
768,2017,Deron Williams,PG,3831.73,32,190,90,128,102.5625,5.75,24.4375,-0.0969344,10.953125,0.825678899082569,10.953125,0.825678899082569,1,3,2005,12
769,2014,Dewayne Dedmon,C,787.355,24,213,111,62,64.4032258064516,15.9516129032258,5.30645161290323,0.2284727,3.12903225806452,0.656109375,3.12903225806452,0.656109375,Undrafted,Undrafted,NA,NA
770,2015,Dewayne Dedmon,C,1704.964,25,213,111,59,177,50,16,1.758317,3.66101694915254,0.531,3.66101694915254,0.531,Undrafted,Undrafted,NA,NA
771,2016,Dewayne Dedmon,C,1454.209,26,213,111,58,161,46,22,0.9422243,4.39655172413793,0.75,4.39655172413793,0.75,Undrafted,Undrafted,NA,NA
772,2017,Dewayne Dedmon,C,2884.622,27,213,111,76,366,61,37,2.741755,5.09210526315789,0.699,5.09210526315789,0.699,Undrafted,Undrafted,NA,NA
773,2014,Dion Waiters,SG,4099.539,22,193,102,70,163,17,63,0.0941377,15.9,0.685,15.9,0.685,1,4,2012,2
774,2015,Dion Waiters,SG,4508.005,23,193,102,160,115.91875,15.79375,67.5875,-0.0098718,11.75,0.680058139534884,11.75,0.680058139534884,1,4,2012,3
775,2016,Dion Waiters,SG,5457.22,24,193,102,78,166,15,81,1.030256,9.76923076923077,0.713,9.76923076923077,0.713,1,4,2012,4
776,2017,Dion Waiters,SG,2806.636,25,193,102,46,136,20,41,2.098846,15.8478260869565,0.646,15.8478260869565,0.646,1,4,2012,5
777,2014,Enes Kanter,C,4164.2,21,211,111,80,376,42,28,-0.6286753,12.3375,0.73,12.3375,0.73,1,3,2011,3
778,2015,Enes Kanter,C,4239.928,22,211,111,150,301.633333333333,21.98,27.7666666666667,-0.9097347,15.5066666666667,0.782025641025641,15.5066666666667,0.782025641025641,1,3,2011,4
779,2016,Enes Kanter,C,4182.125,23,211,111,82,415,33,26,0.5422949,12.6585365853659,0.797,12.6585365853659,0.797,1,3,2011,5
780,2017,Enes Kanter,C,3269.807,24,211,111,72,287,38,32,0.8937797,14.3472222222222,0.786,14.3472222222222,0.786,1,3,2011,6
781,2014,Ersan Ilyasova,PF,2913.508,26,208,106,55,235,8,46,-2.22365,11.2363636363636,0.823,11.2363636363636,0.823,2,36,2005,9
782,2015,Ersan Ilyasova,PF,2926.731,27,208,106,58,197,19,36,-0.4823955,11.5344827586207,0.645,11.5344827586207,0.645,2,36,2005,10
783,2016,Ersan Ilyasova,PF,3855.711,28,208,106,148,205.094594594595,26.8783783783784,41.4324324324324,-1.626567,10.3648648648649,0.720954545454545,10.3648648648649,0.720954545454545,2,36,2005,11
784,2017,Ersan Ilyasova,PF,4734.403,29,208,106,164,279.067073170732,17.3109756097561,43.2073170731707,0.5107494,13.0609756097561,0.778024154589372,13.0609756097561,0.778024154589372,2,36,2005,12
785,2014,Evan Turner,SF,5407.482,25,201,99,162,276,5.5,54,-2.006326,13.962962962963,0.813019083969466,13.962962962963,0.813019083969466,1,2,2010,4
786,2015,Evan Turner,SG,4865.804,26,201,99,82,377,19,83,0.2650354,9.5,0.752,9.5,0.752,1,2,2010,5
787,2016,Evan Turner,SG,5247.926,27,201,99,81,347,28,80,2.002473,10.5432098765432,0.827,10.5432098765432,0.827,1,2,2010,6
788,2017,Evan Turner,SF,3708.491,28,201,99,65,211,24,53,0.8483839,9.01538461538462,0.825,9.01538461538462,0.825,1,2,2010,7
789,2014,Gary Neal,SG,2413.045,29,193,95,104,60.1538461538462,0,13.3461538461538,-1.475522,10.5384615384615,0.895085714285714,10.5384615384615,0.895085714285714,Undrafted,Undrafted,NA,NA
790,2015,Gary Neal,SG,2407.855,30,193,95,108,92.9166666666667,0.898148148148148,18.5833333333333,-1.320986,10.0555555555556,0.866955555555556,10.0555555555556,0.866955555555556,Undrafted,Undrafted,NA,NA
791,2016,Gary Neal,SG,1699.071,31,193,95,40,72,1,20,-2.722443,9.75,0.855,9.75,0.855,Undrafted,Undrafted,NA,NA
792,2017,Gary Neal,SG,37.8,32,193,95,2,1,0,0,-6.198439,2,1,2,1,Undrafted,Undrafted,NA,NA
793,2014,Hollis Thompson,SF,3670.176,22,203,93,77,174,12,53,-1.666134,5.98701298701299,0.712,5.98701298701299,0.712,Undrafted,Undrafted,NA,NA
794,2015,Hollis Thompson,SG,3669.66,23,203,93,71,145,26,57,1.31194,8.8169014084507,0.708,8.8169014084507,0.708,Undrafted,Undrafted,NA,NA
795,2016,Hollis Thompson,SG,4521.605,24,203,93,77,218,24,36,-0.426832,9.84415584415584,0.719,9.84415584415584,0.719,Undrafted,Undrafted,NA,NA
796,2017,Hollis Thompson,SG,1552.596,25,203,93,80,75.05,5.325,16.1,0.2496292,5.125,0.655137931034483,5.125,0.655137931034483,Undrafted,Undrafted,NA,NA
797,2014,Ian Clark,SG,348.3,22,190,79,23,16,2,8,-4.002994,2.95652173913043,0.714,2.95652173913043,0.714,Undrafted,Undrafted,NA,NA
798,2015,Ian Clark,SG,396.1054,23,190,79,60,9.8,2.38333333333333,7.15,0.4806618,1.9,1,1.9,1,Undrafted,Undrafted,NA,NA
799,2016,Ian Clark,SG,1543.631,24,190,79,66,55,13,17,-2.007247,3.57575757575758,0.824,3.57575757575758,0.824,Undrafted,Undrafted,NA,NA
800,2017,Ian Clark,SG,2867.646,25,190,79,77,100,8,39,-0.5014653,6.84415584415584,0.759,6.84415584415584,0.759,Undrafted,Undrafted,NA,NA
801,2014,Iman Shumpert,SG,3768.675,23,196,99,74,227,13,92,-1.049491,6.68918918918919,0.746,6.68918918918919,0.746,1,17,2011,3
802,2015,Iman Shumpert,SG,4356.369,24,196,99,124,129.629032258065,12.5645161290323,61.9354838709677,0.5326667,8,0.6721015625,8,0.6721015625,1,17,2011,4
803,2016,Iman Shumpert,SG,3352.806,25,196,99,54,171,19,54,-1.210228,5.75925925925926,0.784,5.75925925925926,0.784,1,17,2011,5
804,2017,Iman Shumpert,SG,4543.801,26,196,99,76,180,27,62,1.476666,7.46052631578947,0.789,7.46052631578947,0.789,1,17,2011,6
805,2014,Isaiah Canaan,PG,546.4725,22,183,91,22,17,4,8,1.134939,4.59090909090909,0.724,4.59090909090909,0.724,2,34,2013,1
806,2015,Isaiah Canaan,PG,1927.653,23,183,91,94,51.3510638297872,2.20212765957447,21.7340425531915,-0.3101012,9.19148936170213,0.8168,9.19148936170213,0.8168,2,34,2013,2
807,2016,Isaiah Canaan,SG,4097.472,24,183,91,77,154,12,56,-1.149597,10.987012987013,0.833,10.987012987013,0.833,2,34,2013,3
808,2017,Isaiah Canaan,SG,1390.07,25,183,91,39,43,1,22,0.2609946,4.64102564102564,0.909,4.64102564102564,0.909,2,34,2013,4
809,2014,Isaiah Thomas,PG,5051.223,24,185,81,72,163,8,93,0.3031118,20.3472222222222,0.85,20.3472222222222,0.85,2,60,2011,3
810,2015,Isaiah Thomas,PG,3838.811,25,185,81,134,94.2910447761194,4.21641791044776,45.8283582089552,0.2907295,16.4328358208955,0.867834770114943,16.4328358208955,0.867834770114943,2,60,2011,4
811,2016,Isaiah Thomas,PG,6053.875,26,185,81,82,197,9,91,-0.139408,22.2317073170732,0.871,22.2317073170732,0.871,2,60,2011,5
812,2017,Isaiah Thomas,PG,6345.129,27,185,81,76,162,13,70,-0.6145684,28.9342105263158,0.909,28.9342105263158,0.909,2,60,2011,6
813,2014,Ish Smith,PG,2071.521,25,183,79,70,98,13,49,0.133162,3.72857142857143,0.564,3.72857142857143,0.564,Undrafted,Undrafted,NA,NA
814,2015,Ish Smith,PG,1731.595,26,183,79,110,62.8181818181818,4.40909090909091,26.3636363636364,-0.7066251,6.14545454545455,0.596131578947368,6.14545454545455,0.596131578947368,Undrafted,Undrafted,NA,NA
815,2016,Ish Smith,PG,4666.518,27,183,79,154,204.415584415584,18.8961038961039,68.987012987013,-1.047499,12.6233766233766,0.692971590909091,12.6233766233766,0.692971590909091,Undrafted,Undrafted,NA,NA
816,2017,Ish Smith,PG,3990.644,28,183,79,81,214,33,61,0.232897,9.35802469135803,0.706,9.35802469135803,0.706,Undrafted,Undrafted,NA,NA
817,2014,Jae Crowder,SF,2761.532,23,198,106,78,148,21,59,0.4516922,4.56410256410256,0.754,4.56410256410256,0.754,2,34,2012,2
818,2015,Jae Crowder,SF,3600.903,24,198,106,164,183.993902439024,20.2134146341463,58.0975609756098,-0.20396,7.65853658536585,0.773234042553192,7.65853658536585,0.773234042553192,2,34,2012,3
819,2016,Jae Crowder,SF,5270.521,25,198,106,73,303,35,126,-0.066167,14.2191780821918,0.82,14.2191780821918,0.82,2,34,2012,4
820,2017,Jae Crowder,SF,5991.802,26,198,106,72,367,23,72,1.151343,13.875,0.811,13.875,0.811,2,34,2012,5
821,2014,Jameer Nelson,PG,4331.217,31,183,86,68,202,5,52,-1.363098,12.0588235294118,0.857,12.0588235294118,0.857,1,20,2004,10
822,2015,Jameer Nelson,PG,2841.479,32,183,86,126,79.6031746031746,4.44444444444444,33.3174603174603,-0.8297147,8.3015873015873,0.666888888888889,8.3015873015873,0.666888888888889,1,20,2004,11
823,2016,Jameer Nelson,PG,2075.669,33,183,86,39,96,5,25,-0.9755682,7.66666666666667,0.857,7.66666666666667,0.857,1,20,2004,12
824,2017,Jameer Nelson,PG,4263.825,34,183,86,75,164,8,53,-1.066668,9.16,0.714,9.16,0.714,1,20,2004,13
825,2014,JaVale McGee,C,168.451,26,213,122,5,7,7,1,-4.321269,7,1,7,1,1,18,2008,6
826,2015,JaVale McGee,C,550.9244,27,213,122,46,35.2391304347826,17.1521739130435,1.73913043478261,-2.852143,4.60869565217391,0.666984848484849,4.60869565217391,0.666984848484849,1,18,2008,7
827,2016,JaVale McGee,C,784.3821,28,213,122,34,80,26,5,-1.606021,5.05882352941176,0.5,5.05882352941176,0.5,1,18,2008,8
828,2017,JaVale McGee,C,1961.848,29,213,122,77,144,67,19,1.83035,6.12987012987013,0.505,6.12987012987013,0.505,1,18,2008,9
829,2014,Jeff Green,SF,5597.144,27,196,88,82,326,47,57,-0.8261313,16.8536585365854,0.795,16.8536585365854,0.795,1,5,2007,7
830,2015,Jeff Green,SF,5488.16,28,196,88,156,198.923076923077,25.8076923076923,39.7115384615385,0.0165587,14.974358974359,0.832763066202091,14.974358974359,0.832763066202091,1,5,2007,8
831,2016,Jeff Green,SF,4806.692,29,196,88,160,202.7625,29.8375,45.2875,-0.2984009,11.7375,0.745170454545454,11.7375,0.745170454545454,1,5,2007,9
832,2017,Jeff Green,PF,3158.123,30,196,88,69,175,13,37,0.0563433,9.2463768115942,0.863,9.2463768115942,0.863,1,5,2007,10
833,2014,Jerryd Bayless,PG,3303.012,25,190,90,144,92.9791666666667,6.71527777777778,45.6944444444444,-1.806908,9.25,0.796618644067797,9.25,0.796618644067797,1,11,2008,6
834,2015,Jerryd Bayless,PG,3641.087,26,190,90,77,189,12,59,0.8549519,7.76623376623377,0.883,7.76623376623377,0.883,1,11,2008,7
835,2016,Jerryd Bayless,SG,2985.23,27,190,90,52,120,11,47,0.2927911,10.4038461538462,0.778,10.4038461538462,0.778,1,11,2008,8
836,2017,Jerryd Bayless,PG,145.4908,28,190,90,3,9,0,0,-1.179601,11,0.9,11,0.9,1,11,2008,9
837,2014,Joe Johnson,SG,5830.761,32,201,90,79,222,10,47,-0.6286601,15.7594936708861,0.815,15.7594936708861,0.815,1,10,2001,13
838,2015,Joe Johnson,SG,5939.48,33,201,90,80,331,14,59,-1.048203,14.425,0.801,14.425,0.801,1,10,2001,14
839,2016,Joe Johnson,SF,6386.622,34,201,90,162,196.203703703704,3,47.6851851851852,-0.8674544,12.2469135802469,0.831084507042253,12.2469135802469,0.831084507042253,1,10,2001,15
840,2017,Joe Johnson,SF,4274.258,35,201,90,78,209,18,36,0.163696,9.16666666666667,0.818,9.16666666666667,0.818,1,10,2001,16
841,2014,Joel Anthony,C,388.744,31,206,111,66,18.1363636363636,9.27272727272727,2.45454545454545,-0.4708087,0.848484848484849,0.499875,0.848484848484849,0.499875,Undrafted,Undrafted,NA,NA
842,2015,Joel Anthony,C,811.6617,32,206,111,49,61,49,12,2.267673,1.77551020408163,0.682,1.77551020408163,0.682,Undrafted,Undrafted,NA,NA
843,2016,Joel Anthony,C,191.1,33,206,111,19,13,12,2,-3.859267,0.947368421052632,0.75,0.947368421052632,0.75,Undrafted,Undrafted,NA,NA
844,2017,Joel Anthony,C,290.534,34,206,111,19,23,6,2,-2.518815,1.31578947368421,0.625,1.31578947368421,0.625,Undrafted,Undrafted,NA,NA
845,2014,John Jenkins,SG,327.4221,22,193,97,13,19,1,1,-2.409361,3.07692307692308,1,3.07692307692308,1,1,23,2012,2
846,2015,John Jenkins,SG,657.5275,23,193,97,24,37,0,10,-1.77879,5.625,0.842,5.625,0.842,1,23,2012,3
847,2016,John Jenkins,SG,1041.831,24,193,97,86,36.8255813953488,0.755813953488372,6.01162790697674,0.0916537,4.13953488372093,0.8331875,4.13953488372093,0.8331875,1,23,2012,4
848,2017,John Jenkins,SG,28.145,25,193,97,4,1,0,0,-10.6473,1.75,1,1.75,1,1,23,2012,5
849,2014,Jonas Jerebko,PF,1499.29,26,208,104,64,124,6,21,-1.734122,4.21875,0.729,4.21875,0.729,2,39,2009,5
850,2015,Jonas Jerebko,PF,2598.927,27,208,104,150,141.806666666667,13.7266666666667,34.9533333333333,2.607201,5.97333333333333,0.848136363636364,5.97333333333333,0.848136363636364,2,39,2009,6
851,2016,Jonas Jerebko,PF,2847.966,28,208,104,78,211,24,20,1.108289,4.35897435897436,0.782,4.35897435897436,0.782,2,39,2009,7
852,2017,Jonas Jerebko,PF,2815.033,29,208,104,78,213,17,26,-0.2863259,3.83333333333333,0.703,3.83333333333333,0.703,2,39,2009,8
853,2014,Jose Calderon,PG,5329.84,32,190,90,81,163,11,69,-1.575576,11.4197530864198,0.825,11.4197530864198,0.825,Undrafted,Undrafted,NA,NA
854,2015,Jose Calderon,PG,2475.442,33,190,90,42,105,0,31,-4.076261,9.09523809523809,0.906,9.09523809523809,0.906,Undrafted,Undrafted,NA,NA
855,2016,Jose Calderon,PG,4004.99,34,190,90,72,207,7,63,-0.4991596,7.55555555555556,0.875,7.55555555555556,0.875,Undrafted,Undrafted,NA,NA
856,2017,Jose Calderon,PG,1275.912,35,190,90,82,44.6341463414634,0.792682926829268,8.37804878048781,-1.994753,3.4390243902439,0.916833333333333,3.4390243902439,0.916833333333333,Undrafted,Undrafted,NA,NA
857,2014,Kent Bazemore,SG,1980.733,24,196,91,134,77.3507462686567,9.67164179104478,30.7611940298507,-0.4312702,6.01492537313433,0.605844036697248,6.01492537313433,0.605844036697248,Undrafted,Undrafted,NA,NA
858,2015,Kent Bazemore,SG,3334.591,25,196,91,75,201,33,52,0.2829638,5.2,0.6,5.2,0.6,Undrafted,Undrafted,NA,NA
859,2016,Kent Bazemore,SF,5051.965,26,196,91,75,351,38,98,1.206292,11.6266666666667,0.815,11.6266666666667,0.815,Undrafted,Undrafted,NA,NA
860,2017,Kent Bazemore,SF,4418.495,27,196,91,73,186,52,91,1.338998,10.972602739726,0.708,10.972602739726,0.708,Undrafted,Undrafted,NA,NA
861,2014,Kris Humphries,PF,2735.373,28,206,106,69,282,61,31,1.77609,8.39130434782609,0.813,8.39130434782609,0.813,1,14,2004,10
862,2015,Kris Humphries,PF,2683.614,29,206,106,64,298,25,34,0.5479826,7.953125,0.744,7.953125,0.744,1,14,2004,11
863,2016,Kris Humphries,PF,1891.871,30,206,106,106,114.905660377358,16.6603773584906,10.8867924528302,-0.4820625,6.47169811320755,0.797690476190476,6.47169811320755,0.797690476190476,1,14,2004,12
864,2017,Kris Humphries,PF,1442.497,31,206,106,56,146,21,15,1.047334,4.58928571428571,0.78,4.58928571428571,0.78,1,14,2004,13
865,2014,Kyle Korver,SG,5349.237,32,201,96,71,260,24,70,-0.8543315,11.9718309859155,0.926,11.9718309859155,0.926,2,51,2003,11
866,2015,Kyle Korver,SG,5956.821,33,201,96,75,289,42,52,0.8954765,12.1466666666667,0.898,12.1466666666667,0.898,2,51,2003,12
867,2016,Kyle Korver,SG,5687.664,34,201,96,80,246,35,60,0.1070734,9.2375,0.833,9.2375,0.833,2,51,2003,13
868,2017,Kyle Korver,SG,4338.316,35,201,96,134,134.261194029851,15.6940298507463,25.365671641791,-1.129104,10.1194029850746,0.904857142857143,10.1194029850746,0.904857142857143,2,51,2003,14
869,2014,Kyle Singler,SF,4743.623,25,203,103,82,187,38,61,-0.3232217,9.5609756097561,0.826,9.5609756097561,0.826,2,33,2011,3
870,2015,Kyle Singler,SF,3515.076,26,203,103,160,126.9625,16.3625,36.9125,-0.5047218,6,0.769346153846154,6,0.769346153846154,2,33,2011,4
871,2016,Kyle Singler,SF,2153.543,27,203,103,68,91,9,30,-1.419787,3.39705882352941,0.659,3.39705882352941,0.659,2,33,2011,5
872,2017,Kyle Singler,SF,820.4333,28,203,103,32,40,5,7,0.1657533,2.75,0.765,2.75,0.765,2,33,2011,6
873,2014,Lance Stephenson,SG,6696.956,23,196,104,78,463,7,54,0.9820078,13.8461538461538,0.711,13.8461538461538,0.711,2,40,2010,4
874,2015,Lance Stephenson,SG,3121.422,24,196,104,61,238,8,38,-1.387446,8.21311475409836,0.627,8.21311475409836,0.627,2,40,2010,5
875,2016,Lance Stephenson,SF,2984.957,25,196,104,138,136.942028985507,6.56521739130435,32.5579710144928,-1.180308,8.30434782608696,0.783959459459459,8.30434782608696,0.783959459459459,2,40,2010,6
876,2017,Lance Stephenson,SG,945.8821,26,196,104,36,32,2,3.33333333333333,0.1463621,6.77777777777778,0.615230769230769,6.77777777777778,0.615230769230769,2,40,2010,7
877,2014,Lavoy Allen,PF,2336.035,24,206,117,130,165.346153846154,27.7384615384615,20.8461538461538,-0.609032,4.66153846153846,0.66,4.66153846153846,0.66,2,50,2011,3
878,2015,Lavoy Allen,C,2134.873,25,206,117,63,200,42,15,0.6809509,5,0.702,5,0.702,2,50,2011,4
879,2016,Lavoy Allen,PF,3346.579,26,206,117,79,262,42,26,0.2733168,5.41772151898734,0.63,5.41772151898734,0.63,2,50,2011,5
880,2017,Lavoy Allen,PF,1819.423,27,206,117,61,115,24,18,0.6672391,2.90163934426229,0.697,2.90163934426229,0.697,2,50,2011,6
881,2014,Lou Williams,PG,3209.522,27,206,90,60,114,4,45,-1.484814,10.4166666666667,0.849,10.4166666666667,0.849,2,45,2005,9
882,2015,Lou Williams,SG,4261.442,28,206,90,80,127,10,88,-0.9480762,15.525,0.861,15.525,0.861,2,45,2005,10
883,2016,Lou Williams,SG,3918.488,29,206,90,67,138,19,62,1.103977,15.3432835820896,0.83,15.3432835820896,0.83,2,45,2005,11
884,2017,Lou Williams,SG,4860.188,30,206,90,162,138.481481481481,14.358024691358,65.4012345679012,-1.192284,17.5432098765432,0.879898249452954,17.5432098765432,0.879898249452954,2,45,2005,12
885,2014,Luol Deng,SF,4306.971,28,206,99,126,198.253968253968,6.81746031746032,47.4444444444444,-0.194337,16.047619047619,0.791179104477612,16.047619047619,0.791179104477612,1,7,2004,10
886,2015,Luol Deng,SF,4667.486,29,206,99,72,273,22,65,0.4380541,13.9861111111111,0.761,13.9861111111111,0.761,1,7,2004,11
887,2016,Luol Deng,PF,5781.086,30,206,99,74,335,29,74,0.0506919,12.3108108108108,0.755,12.3108108108108,0.755,1,7,2004,12
888,2017,Luol Deng,SF,3110.384,31,206,99,56,232,20,48,-0.5754619,7.58928571428571,0.73,7.58928571428571,0.73,1,7,2004,13
889,2014,Marcus Thornton,SG,3675.844,26,193,92,144,107.763888888889,8.59722222222222,43.7777777777778,-1.176744,9.76388888888889,0.803857142857143,9.76388888888889,0.803857142857143,2,43,2009,5
890,2015,Marcus Thornton,SG,1487.848,27,193,92,96,54.28125,6.34375,22.59375,0.2586654,7.91666666666667,0.821428571428571,7.91666666666667,0.821428571428571,2,43,2009,6
891,2016,Marcus Thornton,SG,2367.494,28,193,92,122,91.5737704918033,3.27049180327869,38.0901639344262,-0.9599692,9.67213114754098,0.847949367088608,9.67213114754098,0.847949367088608,2,43,2009,7
892,2017,Marcus Thornton,SG,1181.625,29,193,92,33,54,3,19,-0.4132028,6.63636363636364,0.852,6.63636363636364,0.852,2,43,2009,8
893,2014,Markieff Morris,PF,4430.694,24,188,88,81,346,51,68,-0.5063031,13.7654320987654,0.792,13.7654320987654,0.792,1,13,2011,3
894,2015,Markieff Morris,PF,5275.457,25,188,88,82,396,39,101,-0.3461678,15.3414634146341,0.763,15.3414634146341,0.763,1,13,2011,4
895,2016,Markieff Morris,PF,3404.875,26,188,88,128,210.1484375,25.5,43.8125,0.8402399,11.953125,0.734792517006803,11.953125,0.734792517006803,1,13,2011,5
896,2017,Markieff Morris,PF,5670.353,27,188,88,76,385,42,82,-0.0314441,13.9868421052632,0.837,13.9868421052632,0.837,1,13,2011,6
897,2014,Mason Plumlee,C,2730.564,23,211,111,70,209,55,49,-0.3882825,7.42857142857143,0.626,7.42857142857143,0.626,1,22,2013,1
898,2015,Mason Plumlee,C,3545.66,24,211,111,82,337,63,65,-1.097537,8.74390243902439,0.495,8.74390243902439,0.495,1,22,2013,2
899,2016,Mason Plumlee,C,4933.161,25,211,111,82,427,85,68,-0.2021923,9.13414634146342,0.642,9.13414634146342,0.642,1,22,2013,3
900,2017,Mason Plumlee,C,4444.978,26,211,111,162,342.833333333333,71.8333333333333,54.3333333333333,0.33773,10.3950617283951,0.57996,10.3950617283951,0.57996,1,22,2013,4
901,2014,Matt Barnes,SF,4416.11,33,203,95,63,232,28,56,1.174644,9.92063492063492,0.733,9.92063492063492,0.733,2,45,2002,12
902,2015,Matt Barnes,SF,5455.836,34,203,95,76,251,50,67,0.8482469,10.0526315789474,0.779,10.0526315789474,0.779,2,45,2002,13
903,2016,Matt Barnes,SF,4649.857,35,203,95,76,336,57,78,-1.697225,9.97368421052632,0.804,9.97368421052632,0.804,2,45,2002,14
904,2017,Matt Barnes,SF,3761.42,36,203,95,148,256.702702702703,20.4189189189189,38.7567567567568,-1.012116,7.12162162162162,0.78697191011236,7.12162162162162,0.78697191011236,2,45,2002,15
905,2014,Michael Carter-Williams,PG,5081.973,22,198,86,70,336,43,130,-0.8353348,16.6714285714286,0.703,16.6714285714286,0.703,1,11,2013,1
906,2015,Michael Carter-Williams,PG,4733.464,23,198,86,132,224.810606060606,22.8636363636364,83.7954545454545,-0.0805422,14.6363636363636,0.694158075601375,14.6363636363636,0.694158075601375,1,11,2013,2
907,2016,Michael Carter-Williams,PG,3346.439,24,198,86,54,228,41,80,0.4387586,11.537037037037,0.654,11.537037037037,0.654,1,11,2013,3
908,2017,Michael Carter-Williams,PG,1850.944,25,198,86,45,128,23,38,1.591006,6.6,0.753,6.6,0.753,1,11,2013,4
909,2014,Mike Dunleavy,SF,5276.448,33,190,81,82,299,46,64,1.270679,11.3292682926829,0.854,11.3292682926829,0.854,1,3,2002,12
910,2015,Mike Dunleavy,SF,4343.88,34,190,81,63,220,21,39,0.991632,9.44444444444444,0.805,9.44444444444444,0.805,1,3,2002,13
911,2016,Mike Dunleavy,SF,1429.726,35,190,81,31,75,10,14,0.2819142,7.16129032258065,0.784,7.16129032258065,0.784,1,3,2002,14
912,2017,Mike Dunleavy,SF,1880.842,36,190,81,106,73.1792452830189,5.34905660377358,11.3490566037736,1.37974,5.18867924528302,0.799988888888889,5.18867924528302,0.799988888888889,1,3,2002,15
913,2014,Miles Plumlee,C,3992.648,25,211,112,80,428,90,50,1.322938,8.075,0.561,8.075,0.561,1,26,2012,2
